"ts_code","sub_code","name","ipo_date","issue_date","amount","market_amount","price","pe","limit_amount","funds","ballot"
"601568.SH","780568","北元集团",2020-09-30,2020-10-20,36111,32500,10.17,22.41,10.8,36.725,0.12
"003012.SZ","003012","东鹏控股",2020-09-29,2020-10-19,14300,12870,11.35,18.52,4.25,16.23,0.05
"300898.SZ","300898","熊猫乳品",2020-09-29,2020-10-16,3100,1349,10.78,21.77,0.75,3.342,0.02
"688386.SH","787386","泛亚微透",2020-09-29,2020-10-16,1750,595,16.28,26.08,0.4,2.849,0.03
"300999.SZ","300999","金龙鱼",2020-09-25,2020-10-15,54216,15180,25.7,31.12,7.55,139.335,0.06
"605336.SH","707336","帅丰电器",2020-09-24,2020-10-19,3520,3168,24.29,22.99,1.4,8.55,0.03
"688330.SH","787330","宏力达",2020-09-24,2020-10-15,2500,955,88.23,41.97,0.7,22.058,0.03
"003001.SZ","003001","中岩大地",2020-09-24,2020-10-13,2429,2186,30.16,22.99,0.95,7.327,0.02
"605338.SH","707338","巴比食品",2020-09-23,2020-10-12,6200,5580,12.72,22.99,2.4,7.886,0.03
"300899.SZ","300899","上海凯鑫",2020-09-23,2020-10-16,1595,1595,24.43,27.35,1.55,3.897,0.01
"003011.SZ","003011","海象新材",2020-09-21,2020-09-30,1834,1834,38.67,21.93,1.8,7.092,0.01
"605099.SH","707099","共创草坪",2020-09-18,2020-09-30,4009,3608,15.44,22.99,1.2,6.19,0.03
"688093.SH","787093","世华科技",2020-09-18,2020-09-30,4300,1634,17.55,41.12,1.2,7.546,0.03
"688013.SH","787013","天臣医疗",2020-09-17,2020-09-28,2000,680,18.62,38.21,0.5,3.724,0.03
"605018.SH","707018","长华集团",2020-09-17,2020-09-29,4168,3751,9.72,21.98,1.2,4.051,0.03
"688585.SH","787585","上纬新材",2020-09-17,2020-09-28,4320,1231,2.49,11.51,0.8,1.076,0.03
"300896.SZ","300896","爱美客",2020-09-17,2020-09-28,3020,1319,118.27,47.9,0.75,35.718,0.02
"605136.SH","707136","丽人丽妆",2020-09-17,2020-09-29,4001,3601,12.23,22.44,1.2,4.893,0.03
"300897.SZ","300897","山科智能",2020-09-16,2020-09-28,1700,1700,33.46,35.99,1.7,5.688,0.01
"603565.SH","732565","中谷物流",2020-09-16,2020-09-25,6667,6000,22.19,22.99,2,14.793,0.04
"605111.SH","707111","新洁能",2020-09-16,2020-09-28,2530,2277,19.91,22.99,1,5.037,0.02
"003010.SZ","003010","若羽臣",2020-09-16,2020-09-25,3043,2739,15.2,22.98,1.2,4.625,0.02
"605218.SH","707218","伟时电子",2020-09-16,2020-09-28,5321,4789,10.97,22.98,2.1,5.837,0.03
"002998.SZ","002998","优彩资源",2020-09-16,2020-09-25,8160,7344,5.85,22.99,3.25,4.774,0.03
"688595.SH","787595","芯海科技",2020-09-16,2020-09-28,2500,850,22.82,61.14,0.6,5.705,0.03
"300893.SZ","300893","松原股份",2020-09-15,2020-09-24,2500,1213,13.47,17.05,0.7,3.368,0.02
"300895.SZ","300895","铜牛信息",2020-09-15,2020-09-24,2425,1176,12.65,24.48,0.65,3.068,0.02
"003009.SZ","003009","中天火箭",2020-09-15,2020-09-25,3885,3496,12.94,22.9,1.55,5.027,0.02
"003007.SZ","003007","直真科技",2020-09-14,2020-09-23,2000,2000,23.4,22.99,2,4.68,0.01
"003008.SZ","003008","开普检测",2020-09-14,2020-09-23,2000,2000,30.42,22.99,2,6.084,0.01
"688526.SH","787526","科前生物",2020-09-11,2020-09-22,10500,2440,11.69,26.23,1.6,12.274,0.04
"003005.SZ","003005","竞业达",2020-09-10,2020-09-22,2650,2385,31.83,22.99,1.05,8.435,0.02
"688127.SH","787127","蓝特光学",2020-09-10,2020-09-21,4090,1166,15.41,56.8,0.75,6.303,0.03
"688156.SH","787156","路德环境",2020-09-10,2020-09-22,2296,872,15.91,34.01,0.65,3.653,0.03
"300892.SZ","300892","品渥食品",2020-09-09,2020-09-24,2500,1213,26.66,28.66,0.7,6.665,0.02
"688536.SH","787536","思瑞浦",2020-09-09,2020-09-21,2000,700,115.71,141.48,0.5,23.142,0.03
"003006.SZ","003006","百亚股份",2020-09-09,2020-09-21,4278,3850,6.61,22.98,1.25,2.828,0.03
"605116.SH","707116","奥锐特",2020-09-09,2020-09-21,4100,3690,8.37,22.98,1.2,3.432,0.03
"003003.SZ","003003","天元股份",2020-09-09,2020-09-21,4420,3978,10.49,22.98,1.7,4.637,0.02
"605050.SH","707050","福然德",2020-09-09,2020-09-24,7500,6750,10.9,19,2.2,8.175,0.04
"003002.SZ","003002","壶化股份",2020-09-08,2020-09-22,5000,4500,8.22,22.4,2,4.11,0.03
"605198.SH","707198","德利股份",2020-09-08,2020-09-18,2000,2000,7.6,18.1,2,1.52,0.01
"300890.SZ","300890","翔丰华",2020-09-08,2020-09-17,2500,1250,14.69,29.15,0.7,3.672,0.02
"300891.SZ","300891","惠云钛业",2020-09-08,2020-09-17,10000,4850,3.64,16.12,2.85,3.64,0.03
"300887.SZ","300887","谱尼测试",2020-09-07,2020-09-16,1900,827,44.47,31.48,0.45,8.449,0.01
"688301.SH","787301","奕瑞科技",2020-09-07,2020-09-18,1820,628,119.6,101.78,0.45,21.767,0.03
"300888.SZ","300888","稳健医疗",2020-09-07,2020-09-17,5000,1797,74.3,65.96,0.85,37.15,0.02
"300889.SZ","300889","爱克股份",2020-09-07,2020-09-16,3900,1892,27.97,32.83,1.1,10.908,0.02
"688577.SH","787577","浙海德曼",2020-09-04,2020-09-16,1350,513,33.13,42.47,0.35,4.473,0.03
"605369.SH","707369","拱东医疗",2020-09-04,2020-09-16,2000,2000,31.65,22.99,2,6.33,0.01
"300886.SZ","300886","华业香料",2020-09-04,2020-09-16,1435,695,18.59,26.18,0.4,2.668,0.01
"003000.SZ","003000","劲仔食品",2020-09-03,2020-09-14,4001,3601,5.02,22.71,1.2,2.009,0.03
"605128.SH","707128","上海沿浦",2020-09-03,2020-09-15,2000,2000,23.31,22.99,2,4.662,0.01
"603112.SH","732112","华翔股份",2020-09-02,2020-09-17,5320,4788,7.82,22.98,1.5,4.16,0.04
"605358.SH","707358","立昂微",2020-09-01,2020-09-11,4058,3652,4.92,22.97,1.2,1.997,0.03
"002984.SZ","002984","森麒麟",2020-09-01,2020-09-11,6900,6210,18.96,16.63,2.05,13.082,0.03
"300883.SZ","300883","龙利得",2020-09-01,2020-09-10,8650,4195,4.64,19.75,2.45,4.014,0.02
"688551.SH","787551","科威尔",2020-08-28,2020-09-10,2000,760,37.94,53.52,0.55,7.588,0.03
"300885.SZ","300885","海昌新材",2020-08-28,2020-09-10,2000,2000,18.97,29.46,2,3.794,0.01
"688095.SH","787095","福昕软件",2020-08-28,2020-09-08,1204,439,238.53,191.42,0.3,28.719,0.03
"605009.SH","707009","豪悦护理",2020-08-28,2020-09-11,2667,2400,62.26,21.58,1,16.605,0.02
"605003.SH","707003","众望布艺",2020-08-27,2020-09-08,2200,1980,25.75,22.24,0.8,5.665,0.02
"688559.SH","787559","海目星",2020-08-26,2020-09-09,5000,1900,14.56,37.6,1.4,7.28,0.03
"601702.SH","780702","华峰铝业",2020-08-26,2020-09-07,24963,22467,3.69,22.93,7.4,9.211,0.09
"002999.SZ","002999","天禾股份",2020-08-25,2020-09-03,6208,5587,6.62,22.92,2.45,4.11,0.03
"002997.SZ","002997","瑞鹄模具",2020-08-25,2020-09-03,4590,4131,12.48,20.67,1.8,5.728,0.02
"688390.SH","787390","固德威",2020-08-25,2020-09-04,2200,837,37.93,34.59,0.6,8.345,0.03
"300882.SZ","300882","万胜智能",2020-08-25,2020-09-10,3931,1907,10.33,23.15,1.1,4.061,0.02
"688378.SH","787378","奥来德",2020-08-24,2020-09-03,1828,623,62.57,51.45,0.45,11.44,0.03
"300880.SZ","300880","迦南智能",2020-08-21,2020-09-01,3334,1617,9.73,18.4,0.95,3.244,0.02
"605006.SH","707006","山东玻纤",2020-08-21,2020-09-03,10000,9000,3.84,15.98,3,3.84,0.05
"300881.SZ","300881","盛德鑫泰",2020-08-21,2020-09-01,2500,1213,14.17,20.49,0.7,3.542,0.02
"300879.SZ","300879","大叶股份",2020-08-21,2020-09-01,4000,1940,10.58,22.5,1.1,4.232,0.02
"688056.SH","787056","莱伯泰科",2020-08-21,2020-09-02,1700,646,24.8,27.15,0.45,4.216,0.03
"603155.SH","732155","新亚强",2020-08-20,2020-09-01,3889,3500,31.85,22.76,1.5,12.386,0.03
"688550.SH","787550","瑞联新材",2020-08-20,2020-09-02,1755,670,113.72,56.56,0.5,19.958,0.03
"688569.SH","787569","铁科轨道",2020-08-19,2020-08-31,5267,2007,22.46,32.53,1.5,11.829,0.03
"688017.SH","787017","绿的谐波",2020-08-19,2020-08-28,3010,1147,35.06,106.24,0.85,10.555,0.03
"688513.SH","787513","苑东生物",2020-08-19,2020-09-02,3009,1026,44.36,60.64,0.75,13.348,0.03
"002996.SZ","002996","顺博合金",2020-08-19,2020-08-28,5300,4770,8.41,22.98,1.55,4.457,0.03
"688289.SH","787289","圣湘生物",2020-08-18,2020-08-28,4000,1369,50.48,536.3,1,20.192,0.03
"688215.SH","787215","瑞晟智能",2020-08-18,2020-08-28,1001,380,34.73,34.75,0.25,3.476,0.03
"688408.SH","787408","中信博",2020-08-18,2020-08-28,3393,1182,42.19,40.48,0.85,14.315,0.03
"300878.SZ","300878","维康药业",2020-08-13,2020-08-24,2011,975,41.34,30.51,0.55,8.313,0.02
"605255.SH","707255","天普股份",2020-08-13,2020-08-25,3352,3017,12.66,22.99,1.3,4.244,0.03
"688356.SH","787356","键凯科技",2020-08-13,2020-08-26,1500,570,41.18,45.26,0.4,6.177,0.03
"300877.SZ","300877","金春股份",2020-08-13,2020-08-24,3000,1455,30.54,45.69,0.85,9.162,0.02
"605123.SH","707123","派克新材",2020-08-13,2020-08-25,2700,2430,30.33,22.99,1,8.189,0.02
"300873.SZ","300873","海晨股份",2020-08-12,2020-08-24,3333,1617,30.72,35.06,0.95,10.24,0.02
"300876.SZ","300876","蒙泰高新",2020-08-12,2020-08-24,2400,1164,20.09,30.48,0.65,4.822,0.02
"300872.SZ","300872","天阳科技",2020-08-12,2020-08-24,5620,2726,21.34,50.66,1.6,11.993,0.02
"605008.SH","707008","长鸿高科",2020-08-12,2020-08-21,4600,4140,10.54,22.99,1.3,4.848,0.04
"300870.SZ","300870","欧陆通",2020-08-11,2020-08-24,2530,1227,36.81,34.9,0.7,9.313,0.02
"605178.SH","707178","时空科技",2020-08-11,2020-08-21,1773,1773,64.31,22.38,1.7,11.4,0.01
"300864.SZ","300864","南大环境",2020-08-11,2020-08-24,1200,582,71.71,35.4,0.3,8.605,0.02
"300871.SZ","300871","回盛生物",2020-08-11,2020-08-24,2770,1343,33.61,59.35,0.75,9.31,0.02
"300869.SZ","300869","康泰医学",2020-08-10,2020-08-24,4100,1640,10.16,59.74,0.75,4.166,0.02
"300868.SZ","300868","杰美特",2020-08-10,2020-08-24,3200,1552,41.26,39.31,0.9,13.203,0.02
"688393.SH","787393","安必平",2020-08-10,2020-08-20,2334,887,30.56,40.37,0.65,7.133,0.03
"300867.SZ","300867","圣元环保",2020-08-10,2020-08-24,6800,2986,19.34,24.37,1.7,13.151,0.02
"688596.SH","787596","正帆科技",2020-08-10,2020-08-20,6424,2208,15.67,52.97,1.6,10.066,0.03
"300865.SZ","300865","大宏立",2020-08-07,2020-08-24,2392,1160,20.2,26.32,0.65,4.832,0.02
"688379.SH","787379","华光新材",2020-08-07,2020-08-19,2200,836,16.78,26.71,0.6,3.692,0.03
"300866.SZ","300866","安克创新",2020-08-07,2020-08-24,4100,1456,66.32,46.81,0.65,27.191,0.02
"688521.SH","787521","芯原股份",2020-08-07,2020-08-18,4832,1274,38.53,0,0.8,18.617,0.04
"603931.SH","732931","格林达",2020-08-07,2020-08-19,2545,2291,21.38,22.98,1,5.442,0.02
"300863.SZ","300863","卡倍亿",2020-08-07,2020-08-24,1381,670,18.79,19.08,0.35,2.595,0.02
"605333.SH","707333","沪光股份",2020-08-06,2020-08-18,4010,3609,5.3,22.97,1.2,2.125,0.03
"688519.SH","787519","南亚新材",2020-08-06,2020-08-18,5860,2003,32.6,55.24,1.45,19.104,0.03
"605388.SH","707388","均瑶健康",2020-08-06,2020-08-18,7000,6300,13.43,22.98,2.1,9.401,0.04
"300875.SZ","300875","捷强装备",2020-08-06,2020-08-24,1920,1920,53.1,45.02,1.9,10.195,0.01
"688055.SH","787055","龙腾光电",2020-08-06,2020-08-17,33333,8500,1.22,38.35,5.65,4.067,0.06
"688229.SH","787229","博睿数据",2020-08-05,2020-08-17,1110,422,65.82,51.73,0.3,7.306,0.03
"605088.SH","707088","冠盛股份",2020-08-05,2020-08-17,4000,3600,15.57,22.98,1.6,6.228,0.03
"300862.SZ","300862","蓝盾光电",2020-08-05,2020-08-24,3297,1649,33.95,35.55,0.95,11.193,0.02
"688335.SH","787335","复洁环保",2020-08-05,2020-08-17,1820,692,46.22,56.67,0.5,8.412,0.03
"300860.SZ","300860","锋尚文化",2020-08-04,2020-08-24,1802,879,138.02,41.2,0.5,24.871,0.02
"300861.SZ","300861","美畅股份",2020-08-04,2020-08-24,4001,1568,43.76,46.09,0.75,17.508,0.02
"002993.SZ","002993","奥海科技",2020-08-03,2020-08-17,4520,4068,26.88,22.99,1.8,12.15,0.02
"688065.SH","787065","凯赛生物",2020-08-03,2020-08-12,4167,1110,133.45,120.7,0.7,55.606,0.04
"605366.SH","707366","宏柏新材",2020-07-31,2020-08-12,8300,7470,9.98,22.78,3.3,8.283,0.04
"688185.SH","787185","康希诺",2020-07-31,2020-08-13,2480,697,209.71,0,0.45,52.008,0.03
"688313.SH","787313","仕佳光子",2020-07-31,2020-08-12,4600,1311,10.82,0,0.85,4.977,0.03
"688155.SH","787155","先惠技术",2020-07-30,2020-08-11,1891,719,38.77,47.74,0.5,7.331,0.03
"688339.SH","787339","亿华通",2020-07-29,2020-08-10,1763,461,76.65,0,0.25,13.514,0.04
"688286.SH","787286","敏芯股份",2020-07-29,2020-08-10,1330,506,62.67,65.46,0.35,8.335,0.03
"605066.SH","707066","天正电气",2020-07-29,2020-08-07,7100,6390,10.02,22.98,2.1,7.114,0.04
"605100.SH","707100","华丰股份",2020-07-29,2020-08-11,2170,1953,39.43,22.99,0.8,8.556,0.02
"688556.SH","787556","高测股份",2020-07-27,2020-08-07,4046,1538,14.41,80.67,1.15,5.831,0.03
"605158.SH","707158","华达新材",2020-07-27,2020-08-05,9840,8856,8.55,20.66,3.9,8.413,0.04
"300859.SZ","300859","西域旅游",2020-07-27,2020-08-06,3875,3488,7.19,15.28,1.55,2.786,0.03
"605399.SH","707399","晨光新材",2020-07-23,2020-08-04,4600,4140,13.16,22.99,1.8,6.054,0.03
"002992.SZ","002992","宝明科技",2020-07-23,2020-08-03,3450,3105,22.35,22.99,1.35,7.711,0.02
"688338.SH","787338","赛科希德",2020-07-23,2020-08-06,2041,778,50.35,57.99,0.55,10.277,0.03
"688311.SH","787311","盟升电子",2020-07-22,2020-07-31,2867,1092,41.58,68.31,0.8,11.921,0.03
"688586.SH","787586","江航装备",2020-07-22,2020-07-31,10094,2746,10.27,47.17,1.8,10.366,0.04
"002995.SZ","002995","天地在线",2020-07-22,2020-08-05,1617,1617,33.84,22.99,1.6,5.472,0.01
"002991.SZ","002991","甘源食品",2020-07-22,2020-07-31,2330,2097,38.76,22.99,0.9,9.033,0.02
"605222.SH","707222","起帆电缆",2020-07-21,2020-07-31,5000,4500,18.43,22.98,1.5,9.215,0.04
"601456.SH","780456","国联证券",2020-07-21,2020-07-31,47572,42815,4.25,19.6,14.2,20.218,0.15
"605318.SH","707318","法狮龙",2020-07-21,2020-08-03,3229,2906,13.09,22.99,1.2,4.227,0.03
"603408.SH","732408","建霖家居",2020-07-20,2020-07-30,4500,4050,15.53,22.98,1.3,6.989,0.04
"688050.SH","787050","爱博医疗",2020-07-20,2020-07-29,2629,889,33.55,55.55,0.65,8.82,0.03
"605118.SH","707118","力鼎光电",2020-07-20,2020-07-30,4100,3690,9.28,22.99,1.2,3.805,0.03
"605188.SH","707188","国光连锁",2020-07-16,2020-07-28,4958,4462,4.65,22.98,1.4,2.305,0.04
"300858.SZ","300858","科拓生物",2020-07-15,2020-07-27,2063,1857,23.7,22.99,0.8,4.889,0.02
"300857.SZ","300857","协创数据",2020-07-14,2020-07-27,5164,4648,9.3,22.99,2.05,4.802,0.03
"688561.SH","787561","奇安信",2020-07-14,2020-07-22,10194,2159,56.1,0,1.4,57.189,0.04
"300855.SZ","300855","图南股份",2020-07-14,2020-07-23,5000,4500,10.51,22.99,2,5.255,0.03
"836263.BJ","889169","中航泰达",2020-07-14,2020-07-27,3499,1750,6.89,24.57,69.98,2.411,1.52
"836149.BJ","889199","旭杰科技",2020-07-14,2020-07-27,920,736,10.88,27.41,36.8,1.001,1.18
"430198.BJ","889198","微创光电",2020-07-14,2020-07-27,1200,521,18.18,25.41,20.8,2.182,0.63
"837242.BJ","889166","建邦科技",2020-07-14,2020-07-27,1042,417,18.86,17.7,15.63,1.966,1.38
"835368.BJ","889368","连城数控",2020-07-14,2020-07-27,1500,480,37.89,30.93,18,5.684,1.14
"831961.BJ","889214","创远信科",2020-07-14,2020-07-27,1200,384,22.31,90.43,14.4,2.677,0.94
"833994.BJ","889996","翰博高新",2020-07-14,2020-07-27,1000,400,48.47,32.04,16,4.847,0.97
"688069.SH","787069","德林海",2020-07-13,2020-07-22,1487,567,67.2,42.36,0.4,9.993,0.03
"688508.SH","787508","芯朋微",2020-07-13,2020-07-22,2820,1072,28.3,52.16,0.8,7.981,0.03
"300853.SZ","300853","申昊科技",2020-07-13,2020-07-24,2041,1837,30.41,22.99,0.8,6.206,0.02
"688589.SH","787589","力合微",2020-07-13,2020-07-22,2700,1026,17.91,48.48,0.75,4.836,0.03
"300856.SZ","300856","科思股份",2020-07-13,2020-07-22,2822,2540,30.56,22.44,1.1,8.624,0.02
"688336.SH","787336","三生国健",2020-07-13,2020-07-22,6162,1766,28.18,59.31,1.15,17.365,0.04
"688077.SH","787077","大地熊",2020-07-13,2020-07-22,2000,760,28.07,49.01,0.55,5.614,0.03
"688418.SH","787418","震有科技",2020-07-13,2020-07-22,4841,1646,16.25,54.27,1.2,7.867,0.03
"830946.BJ","889699","森萱医药",2020-07-13,2020-07-27,6000,2507,5.4,22.9,100,3.24,0.48
"834415.BJ","889006","恒拓开源",2020-07-13,2020-07-27,3856,1928,7.03,42.77,77.12,2.711,0.98
"835640.BJ","889369","富士达",2020-07-13,2020-07-27,1500,750,15.96,28.93,30,2.394,0.46
"834475.BJ","889133","三友科技",2020-07-13,2020-07-27,1430,577,9.98,18.85,22.88,1.427,0.33
"836433.BJ","889333","大唐药业",2020-07-13,2020-07-27,3536,1768,8.19,22.4,70.72,2.896,0.81
"832278.BJ","889222","鹿得医疗",2020-07-13,2020-07-27,1750,875,8.55,32.84,35,1.496,0.45
"830964.BJ","889555","润农节水",2020-07-13,2020-07-27,4000,2000,4.7,25.31,80,1.88,1.33
"831010.BJ","889010","凯添燃气",2020-07-10,2020-07-27,5200,2080,4.79,18.38,78,2.491,0.82
"839729.BJ","889899","永顺生物",2020-07-10,2020-07-27,120,36,29.88,46.01,1.2,0.359,0.04
"832317.BJ","889008","观典防务",2020-07-10,2020-07-27,3959,1802,13.69,51.37,72,5.42,0.54
"835508.BJ","889033","殷图网联",2020-07-10,2020-07-27,1000,1000,9.98,26.49,50,0.998,0.39
"834021.BJ","889088","流金岁月",2020-07-10,2020-07-27,3000,1500,7.18,30.06,60,2.154,0.89
"688287.SH","780287","观典防务",2020-07-10,2022-05-25,3959,1802,13.69,51.37,72,5.42,0.54
"688580.SH","787580","伟思医疗",2020-07-08,2020-07-21,1709,651,67.58,48.88,0.45,11.547,0.03
"688256.SH","787256","寒武纪",2020-07-08,2020-07-20,4010,972,64.39,0,0.6,25.82,0.04
"300848.SZ","300848","美瑞新材",2020-07-08,2020-07-20,1667,1667,28.18,22.99,1.65,4.698,0.01
"833266.BJ","889777","生物谷",2020-07-08,2020-07-27,685,335,13.99,24.49,13.4,0.958,0.14
"835184.BJ","889666","国源科技",2020-07-08,2020-07-27,3345,1673,11.88,35.67,66.9,3.974,0.38
"831370.BJ","889111","新安洁",2020-07-08,2020-07-27,6000,1775,5.87,37.45,65.56,3.522,0.41
"833874.BJ","889988","泰祥股份",2020-07-08,2020-07-27,1400,513,16.42,14.95,19.1,2.299,0.32
"688981.SH","787981","中芯国际",2020-07-07,2020-07-16,193846,25284,27.46,0,42.1,532.302,0.21
"688488.SH","787488","艾迪药业",2020-07-07,2020-07-20,6000,1621,13.99,285.07,1.05,8.394,0.04
"688500.SH","787500","慧辰股份",2020-07-07,2020-07-16,1857,706,34.21,41.72,0.5,6.352,0.03
"688579.SH","787579","山大地纬",2020-07-06,2020-07-17,4001,1140,8.12,46.49,0.75,3.249,0.04
"688567.SH","787567","孚能科技",2020-07-06,2020-07-17,21413,4541,15.9,1737.49,2.95,34.047,0.05
"605108.SH","707108","同庆楼",2020-07-06,2020-07-16,5000,4500,16.7,18.67,2,8.35,0.03
"300851.SZ","300851","交大思诺",2020-07-06,2020-07-17,2173,1956,28.69,21.36,0.85,6.235,0.02
"835185.BJ","889185","贝特瑞",2020-07-06,2020-07-27,4000,960,41.8,51.94,32,16.72,0.31
"688165.SH","787165","埃夫特",2020-07-03,2020-07-15,13045,3720,6.35,0,2.45,8.283,0.05
"688309.SH","787309","*ST恒誉",2020-07-03,2020-07-14,2000,760,24.79,31.44,0.55,4.959,0.04
"831445.BJ","889000","龙竹科技",2020-07-03,2020-07-27,2000,1870,9.18,20.7,93.5,1.836,0.62
"430418.BJ","889168","苏轴股份",2020-07-03,2020-07-27,800,400,14.45,19.12,16,1.156,0.16
"838163.BJ","889889","方大股份",2020-07-03,2020-07-27,1511,604,8.38,36.95,22.65,1.266,0.24
"300850.SZ","300850","新强联",2020-07-02,2020-07-13,2650,2385,19.66,22.38,1.05,5.21,0.02
"688180.SH","787180","君实生物",2020-07-02,2020-07-15,8713,2120,55.5,0,1.35,48.357,0.04
"839167.BJ","889007","同享科技",2020-07-02,2020-07-27,1200,600,10.18,19.82,24,1.222,0.13
"430489.BJ","889998","佳先股份",2020-07-02,2020-07-27,2132,1045,9.5,25,41.6,2.026,0.32
"834682.BJ","889888","球冠电缆",2020-07-02,2020-07-27,4000,2000,9.1,19.73,80,3.64,0.56
"688060.SH","787060","云涌科技",2020-07-01,2020-07-10,1500,570,44.47,41.9,0.4,6.67,0.04
"833819.BJ","889001","颖泰生物",2020-07-01,2020-07-27,10000,3500,5.45,24.77,140,5.45,0.19
"830799.BJ","889999","艾融软件",2020-07-01,2020-07-27,880,282,25.18,49.31,10.56,2.216,0.06
"605199.SH","707199","葫芦娃",2020-06-29,2020-07-10,4010,3609,5.19,22.98,1.2,2.081,0.04
"300849.SZ","300849","锦盛新材",2020-06-29,2020-07-10,2500,2250,13.99,22.99,1,3.498,0.02
"300852.SZ","300852","四会富仕",2020-06-29,2020-07-13,1416,1416,33.06,22.99,1.4,4.681,0.01
"300840.SZ","300840","酷特智能",2020-06-24,2020-07-08,6000,5400,5.94,22.96,2.4,3.564,0.04
"688568.SH","787568","中科星图",2020-06-24,2020-07-08,5500,1898,16.21,37.88,1.4,8.915,0.04
"688027.SH","787027","国盾量子",2020-06-24,2020-07-09,2000,680,36.18,196.99,0.5,7.236,0.04
"688377.SH","787377","迪威尔",2020-06-23,2020-07-08,4867,1849,16.42,33.56,1.35,7.991,0.04
"300847.SZ","300847","中船汉光",2020-06-23,2020-07-09,4934,4441,6.94,18,1.95,3.424,0.03
"688277.SH","787277","天智航",2020-06-22,2020-07-07,4190,1081,12.04,0,0.7,5.045,0.04
"300845.SZ","300845","捷安高科",2020-06-22,2020-07-03,2309,2078,17.63,21.15,0.9,4.071,0.02
"688600.SH","787600","皖仪科技",2020-06-19,2020-07-03,3334,1267,15.5,38.81,0.95,5.168,0.04
"300843.SZ","300843","胜蓝股份",2020-06-19,2020-07-02,3723,3351,10.01,19.74,1.45,3.727,0.03
"300846.SZ","300846","首都在线",2020-06-18,2020-07-01,5000,4500,3.37,22.95,1.5,1.685,0.04
"300839.SZ","300839","博汇股份",2020-06-17,2020-06-30,2600,2340,16.26,22.99,1,4.228,0.03
"688528.SH","787528","秦川物联",2020-06-17,2020-07-01,4200,1596,11.33,45.43,1.15,4.759,0.04
"688558.SH","787558","国盛智科",2020-06-17,2020-06-30,3300,1254,17.37,29.77,0.9,5.732,0.04
"603087.SH","732087","甘李药业",2020-06-16,2020-06-29,4020,3618,63.32,22.99,1.2,25.455,0.04
"600956.SH","730956","新天绿能",2020-06-12,2020-06-29,13475,12128,3.18,8.96,4,4.285,0.07
"688555.SH","787555","泽达易盛",2020-06-10,2020-06-23,2078,790,19.49,31.95,0.55,4.05,0.04
"300824.SZ","300824","北鼎股份",2020-06-10,2020-06-19,5435,4892,5.91,22.01,2.15,3.212,0.04
"688518.SH","787518","联赢激光",2020-06-10,2020-06-22,7480,2842,7.81,43.04,2.1,5.842,0.04
"688520.SH","787520","神州细胞",2020-06-09,2020-06-22,5000,1430,25.64,0,0.95,12.82,0.04
"300842.SZ","300842","帝科股份",2020-06-09,2020-06-18,2500,2250,15.96,22.99,1,3.99,0.03
"605166.SH","707166","聚合顺",2020-06-08,2020-06-18,7889,7100,7.05,22.97,3.1,5.562,0.05
"688505.SH","787505","复旦张江",2020-06-08,2020-06-19,12000,2863,8.95,46.93,1.9,10.74,0.05
"688106.SH","787106","金宏气体",2020-06-05,2020-06-16,12108,3110,15.48,43.93,2,18.744,0.05
"300841.SZ","300841","康华生物",2020-06-04,2020-06-16,1500,1500,70.37,22.99,1.5,10.556,0.01
"688004.SH","787004","博汇科技",2020-06-03,2020-06-12,1420,540,28.77,35.53,0.4,4.085,0.04
"002989.SZ","002989","中天精装",2020-06-01,2020-06-10,3785,3407,24.52,20.85,1.5,9.281,0.03
"688599.SH","787599","天合光能",2020-05-29,2020-06-10,31020,8903,8.16,27.61,5.85,32.596,0.08
"300838.SZ","300838","浙江力诺",2020-05-27,2020-06-08,3409,3068,10.78,22.98,1.35,3.921,0.03
"688312.SH","787312","燕麦科技",2020-05-27,2020-06-08,3587,1241,19.68,32.26,0.9,6.099,0.04
"688157.SH","787157","松井股份",2020-05-27,2020-06-09,1990,756,34.48,30.18,0.55,0,0.04
"300837.SZ","300837","浙矿股份",2020-05-26,2020-06-05,2500,2250,17.57,19,1,4.393,0.03
"688360.SH","787360","德马科技",2020-05-21,2020-06-02,2142,814,25.12,40.02,0.6,4.592,0.04
"601827.SH","780827","三峰环境",2020-05-21,2020-06-05,37827,34044,6.84,22.67,11.3,25.874,0.15
"002986.SZ","002986","宇新股份",2020-05-21,2020-06-02,2834,2551,39.99,19.31,1.1,11.333,0.03
"600918.SH","730918","中泰证券",2020-05-20,2020-06-03,69686,62718,4.38,48.08,20.9,0,0.24
"605288.SH","707288","凯迪股份",2020-05-20,2020-06-01,1250,1250,92.59,22.99,1.2,11.574,0.01
"300836.SZ","300836","佰奥智能",2020-05-18,2020-05-28,1231,1231,28.18,22.99,1.2,3.47,0.01
"605168.SH","707168","三人行",2020-05-18,2020-05-28,1727,1727,60.62,22.99,1.7,10.467,0.02
"603950.SH","732950","长源东谷",2020-05-14,2020-05-26,5788,5209,15.81,22.99,2.3,9.151,0.04
"300835.SZ","300835","龙磁科技",2020-05-14,2020-05-25,1767,1767,20,20.56,1.75,3.534,0.01
"002990.SZ","002990","盛视科技",2020-05-14,2020-05-25,3156,2840,36.81,22.99,1.25,11.617,0.03
"688516.SH","787516","奥特维科技",2020-05-12,2020-05-21,2467,840,23.28,33.15,0.6,8.622,0.04
